EPOCH,TRAIN_LOSS,TEST_LOSS
90,0.0006461438606493175,0.0011772675206884742
91,0.000635191856417805,0.0012418932747095823
92,0.0006308364099822938,0.0011708062374964356
93,0.0006057311547920108,0.001188470865599811
94,0.0006012662197463214,0.00119023269508034
95,0.0006091587129049003,0.0011815066682174802
96,0.0005871859029866755,0.00117752724327147
97,0.0005812117597088218,0.001168231712654233
98,0.0005649753729812801,0.0011599890422075987
99,0.0005539367557503283,0.0011710517574101686
100,0.0005567379994317889,0.0011539041297510266
101,0.0005527619505301118,0.0011665677884593606
102,0.0005376947810873389,0.0011596829863265157
103,0.0005341078503988683,0.0011495728977024555
104,0.0005188541836105287,0.0011671995744109154
105,0.0005183668108657002,0.0011602332815527916
106,0.0005090428167022765,0.001146154711022973
107,0.000497309141792357,0.0011457364307716489
108,0.0004974204930476844,0.0011449787998571992
109,0.00047847209498286247,0.0011575387325137854
110,0.00047606579028069973,0.0011446072021499276
111,0.0004748040228150785,0.0011372951557859778
112,0.0004700093704741448,0.001128565869294107
113,0.00046109751565381885,0.0011415545595809817
114,0.0004598047526087612,0.0011470919707790017
115,0.00045619276352226734,0.0011491181794553995
116,0.000444593868451193,0.0011528563918545842
117,0.0004385880019981414,0.0011409024009481072
118,0.0004211177001707256,0.0011381078511476517
119,0.00041974170017056167,0.0011328482069075108
120,0.0004229259502608329,0.0011286354856565595
121,0.00041895188041962683,0.0011618020944297314
122,0.0004154041816946119,0.0011383169330656528
123,0.00041088106809183955,0.0011259880848228931
124,0.00039719781489111483,0.0011230165837332606
125,0.0003938225272577256,0.0011242865584790707
126,0.00039330567233264446,0.0011418706271797419
127,0.00039907079190015793,0.0011828633723780513
128,0.00039119840948842466,0.0011391633888706565
129,0.00038289869553409517,0.0011279304744675756
130,0.0003706785792019218,0.0011306325905025005
131,0.00036406712024472654,0.0011233974946662784
132,0.0003619823546614498,0.0011189364595338702
133,0.0003601138887461275,0.0011126690078526735
134,0.0003675972984638065,0.0011567118344828486
135,0.00036141250166110694,0.0011362105142325163
136,0.0003529419482219964,0.0011231523239985108
137,0.0003527798689901829,0.0011297480668872595
138,0.00034563260851427913,0.0011200251756235957
139,0.00033426974550820887,0.0011325235245749354
140,0.0003411563520785421,0.0011254270793870091
141,0.0003404140588827431,0.0011266418732702732
142,0.0003433607053011656,0.0011140205897390842
143,0.0003264457918703556,0.0011268667876720428
144,0.0003302677068859339,0.001128972740843892
145,0.00031989123090170324,0.001121212262660265
146,0.00031445728382095695,0.0011317714815959334
147,0.0003205350076314062,0.0011357251787558198
148,0.00031486799707636237,0.0011344709200784564
149,0.00031564399250783026,0.0011302321217954159
