EPOCH,TRAIN_LOSS,TEST_LOSS
0,0.04238632693886757,0.01947966404259205
1,0.017299195751547813,0.014592327177524567
2,0.01362028531730175,0.012821309268474579
3,0.012040887027978897,0.011934402398765087
4,0.011550497263669968,0.011653509922325611
5,0.0111469067633152,0.01129178237169981
6,0.010716435499489307,0.010866504162549973
7,0.010414522141218185,0.01085631363093853
8,0.010306139476597309,0.010359196923673153
9,0.009988047182559967,0.010224433615803719
10,0.009683893993496895,0.00990271382033825
11,0.009511303156614304,0.009812253527343273
12,0.009300122037529945,0.009601539932191372
13,0.00906161218881607,0.009329048916697502
14,0.008917801082134247,0.009501415304839611
15,0.008826651610434055,0.008970804512500763
16,0.008595233783125877,0.008833284489810467
17,0.00850647035986185,0.008723761886358261
18,0.008302081376314163,0.008838129229843616
19,0.008175911381840706,0.008631808683276176
20,0.00800071656703949,0.008388818241655827
21,0.007984472438693047,0.008383660577237606
22,0.007704244926571846,0.008035020902752876
23,0.0075724320486187935,0.007938130758702755
24,0.007509581744670868,0.007848680019378662
25,0.007440941873937845,0.007703814189881086
26,0.007285874802619219,0.0076482356525957584
27,0.007126231677830219,0.007464766502380371
28,0.007104972843080759,0.0074828146025538445
29,0.007132594473659992,0.007383883930742741
30,0.006941703613847494,0.007292804308235645
31,0.006940940860658884,0.007177591789513826
32,0.0069483243860304356,0.007254342082887888
33,0.006706909742206335,0.007051742635667324
34,0.006572529207915068,0.007031610701233149
35,0.006543051917105913,0.007186675909906626
36,0.006455271504819393,0.0067666321992874146
37,0.006372175179421902,0.0067351022735238075
38,0.006417781580239534,0.0071450877003371716
39,0.006494389846920967,0.006883837282657623
40,0.006203622091561556,0.006798700895160437
41,0.006341469008475542,0.006489870138466358
42,0.006162894889712334,0.006395739037543535
43,0.006058128084987402,0.006714905612170696
44,0.006124497391283512,0.006532659754157066
45,0.005811220500618219,0.0065891314297914505
46,0.0058464230969548225,0.00636790506541729
47,0.0056839389726519585,0.006266342476010323
